GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,1B_Name,1B_Id,2B_Name,2B_Id,3B_Name,3B_Id,SS_Name,SS_Id,LF_Name,LF_Id,CF_Name,CF_Id,RF_Name,RF_Id,FHC
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,1,a968aa70-e3c7-11ee-b0e7-03e2d690c94d,cfcd831f-8457-43f8-8e09-3ad942cf0b14,2024-03-16,14:01:56.91,2024-03-16,19:01:56.91,2024-03-16T14:01:56.9118036-05:00,2024-03-16T19:01:56.9118036Z,UNO_MAV,NOR_BIS,StrikeCalled,Undefined,NoShift,69.52875,55.22414,140.56082,49.59491,65.53851,-45.43766,143.56875,-32.7497,234.12484,-119.90747,311.93738,17.47805,252.14339,138.16052,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2,b155c790-e3c7-11ee-b0e7-03e2d690c94d,c68df42a-8c0e-409a-8524-723e5c87fabc,2024-03-16,14:02:10.24,2024-03-16,19:02:10.24,2024-03-16T14:02:10.2447444-05:00,2024-03-16T19:02:10.2447444Z,UNO_MAV,NOR_BIS,BallCalled,Undefined,NoShift,70.98269,56.36698,141.07085,50.28023,65.38103,-45.04145,144.54615,-32.52624,223.65627,-113.96162,309.78096,16.92194,252.11761,138.44456,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,3,b8abadc0-e3c7-11ee-b0e7-03e2d690c94d,dbb8d78b-6bde-4c3b-95a7-dc021e7ad733,2024-03-16,14:02:22.50,2024-03-16,19:02:22.50,2024-03-16T14:02:22.5057108-05:00,2024-03-16T19:02:22.5057108Z,UNO_MAV,NOR_BIS,StrikeCalled,Undefined,NoShift,69.95469,55.55814,141.24891,50.04247,67.18724,-46.10335,144.37063,-32.65319,229.95821,-115.14239,310.78817,17.01173,251.40681,138.44069,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,4,c2231460-e3c7-11ee-b0e7-03e2d690c94d,b459e08d-45e8-41a7-966c-5ba625075524,2024-03-16,14:02:38.39,2024-03-16,19:02:38.39,2024-03-16T14:02:38.3990000-05:00,2024-03-16T19:02:38.3990000Z,UNO_MAV,NOR_BIS,StrikeSwinging,Undefined,NoShift,87.67204,73.4479,141.28776,49.70923,95.5355,-72.71475,144.2582,-34.17271,225.50405,-112.56436,309.56076,16.87628,252.06932,138.16898,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,5,d112a080-e3c7-11ee-b0e7-03e2d690c94d,7d14ca6d-f0ff-40e4-a3eb-a3d3b860e80a,2024-03-16,14:03:03.45,2024-03-16,19:03:03.45,2024-03-16T14:03:03.4543444-05:00,2024-03-16T19:03:03.4543444Z,UNO_MAV,NOR_BIS,BallCalled,Undefined,NoShift,70.76947,56.478,143.43935,49.15064,68.03395,-47.03778,142.26118,-32.96599,228.23893,-117.92473,310.37252,20.20844,247.31936,132.97377,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,6,d8155da0-e3c7-11ee-b0e7-03e2d690c94d,507dd72f-c23f-4c83-b48a-f689c12c71c7,2024-03-16,14:03:15.22,2024-03-16,19:03:15.22,2024-03-16T14:03:15.2272212-05:00,2024-03-16T19:03:15.2272212Z,UNO_MAV,NOR_BIS,BallCalled,Undefined,NoShift,69.73428,56.14217,143.71605,50.11199,68.61157,-47.74382,144.11248,-32.94304,226.28623,-114.73653,308.98551,19.56832,245.97499,134.21242,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,7,df6920f0-e3c7-11ee-b0e7-03e2d690c94d,a27959da-98e7-44dd-99c5-95451109dfb4,2024-03-16,14:03:27.49,2024-03-16,19:03:27.49,2024-03-16T14:03:27.4951508-05:00,2024-03-16T19:03:27.4951508Z,UNO_MAV,NOR_BIS,StrikeCalled,Undefined,NoShift,69.7119,56.38674,142.96009,49.87917,69.74858,-48.67936,143.78566,-33.55266,231.70966,-118.601,309.47885,19.34298,247.49059,134.62069,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,8,e6f9ed40-e3c7-11ee-b0e7-03e2d690c94d,292e4053-4f93-4f40-b48f-2382a3145457,2024-03-16,14:03:40.30,2024-03-16,19:03:40.30,2024-03-16T14:03:40.3047252-05:00,2024-03-16T19:03:40.3047252Z,UNO_MAV,NOR_BIS,FoulBallNotFieldable,Undefined,NoShift,69.9025,56.06213,142.74647,50.014,66.14742,-46.17136,143.69342,-33.54379,237.47203,-123.30163,309.76008,18.94459,249.62773,135.31649,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,9,f300d860-e3c7-11ee-b0e7-03e2d690c94d,b9f8a753-03fd-4316-8b1b-aef5aa80b7e4,2024-03-16,14:04:00.39,2024-03-16,19:04:00.39,2024-03-16T14:04:00.3924308-05:00,2024-03-16T19:04:00.3924308Z,UNO_MAV,NOR_BIS,BallCalled,Undefined,NoShift,92.09899,78.52723,141.16204,52.23525,94.93915,-66.94822,143.69771,-33.81821,233.77573,-120.75197,310.56671,18.93539,252.24152,140.12115,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,10,fae32010-e3c7-11ee-b0e7-03e2d690c94d,3f5fc4f0-b65f-4add-9127-a778bc537da6,2024-03-16,14:04:13.65,2024-03-16,19:04:13.65,2024-03-16T14:04:13.6556884-05:00,2024-03-16T19:04:13.6556884Z,UNO_MAV,NOR_BIS,InPlay,Out,NoShift,91.67727,78.13256,141.1642,52.20081,95.88971,-67.27879,143.06861,-34.69856,232.28924,-118.42345,316.88515,18.19292,251.25278,138.97516,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,11,0def8770-e3c8-11ee-b0e7-03e2d690c94d,5c337330-9726-4bba-b774-858b8b8cf442,2024-03-16,14:04:45.59,2024-03-16,19:04:45.59,2024-03-16T14:04:45.5995220-05:00,2024-03-16T19:04:45.5995220Z,UNO_MAV,NOR_BIS,StrikeCalled,Undefined,NoShift,71.26138,56.25326,141.26663,50.28502,71.89521,-50.00266,142.85187,-34.37881,226.55589,-119.08546,310.76231,17.27629,256.7281,141.57806,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,12,15467f10-e3c8-11ee-b0e7-03e2d690c94d,c383338f-51bc-42c3-a9e0-9cae8c91bddc,2024-03-16,14:04:57.87,2024-03-16,19:04:57.87,2024-03-16T14:04:57.8763604-05:00,2024-03-16T19:04:57.8763604Z,UNO_MAV,NOR_BIS,BallCalled,Undefined,NoShift,72.18598,56.89991,141.52537,50.86349,83.531,-57.04082,143.61159,-34.43891,228.97698,-118.8681,311.74875,16.8158,256.26019,140.11248,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,13,1d406d70-e3c8-11ee-b0e7-03e2d690c94d,8a298533-c2b6-43d9-a4cf-4febc0336260,2024-03-16,14:05:11.22,2024-03-16,19:05:11.22,2024-03-16T14:05:11.2226132-05:00,2024-03-16T19:05:11.2226132Z,UNO_MAV,NOR_BIS,BallCalled,Undefined,NoShift,71.65584,57.7304,142.37979,49.5665,85.89933,-59.02876,144.77463,-34.96346,233.08584,-119.1787,313.53637,15.96243,252.68483,140.20966,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,14,2504f3f0-e3c8-11ee-b0e7-03e2d690c94d,c6201e18-11aa-4686-b9bd-c60c1ff5cbf2,2024-03-16,14:05:24.28,2024-03-16,19:05:24.28,2024-03-16T14:05:24.2889044-05:00,2024-03-16T19:05:24.2889044Z,UNO_MAV,NOR_BIS,FoulBallNotFieldable,Undefined,NoShift,84.02211,70.39113,142.6171,50.43078,90.55527,-62.46801,144.69219,-35.31583,232.98561,-120.50077,314.32627,15.41754,253.24408,139.98164,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,15,321e1260-e3c8-11ee-b0e7-03e2d690c94d,57a79453-5a8f-4f02-afb2-922d11b1ddae,2024-03-16,14:05:46.28,2024-03-16,19:05:46.28,2024-03-16T14:05:46.2890000-05:00,2024-03-16T19:05:46.2890000Z,UNO_MAV,NOR_BIS,StrikeSwinging,Undefined,NoShift,87.52892,72.98082,141.8715,49.49255,97.26284,-68.00776,143.78837,-35.5613,232.52539,-130.79364,313.62729,14.9631,252.08846,139.90621,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,16,853e96e0-e3c8-11ee-b0e7-03e2d690c94d,8dfe4152-457f-4fe1-bd50-1efe5f68173a,2024-03-16,14:08:05.73,2024-03-16,19:08:05.73,2024-03-16T14:08:05.7370452-05:00,2024-03-16T19:08:05.7370452Z,NOR_BIS,UNO_MAV,BallCalled,Undefined,NoShift,94.73809,70.18931,152.16409,22.16313,79.79945,-58.22538,141.77935,-41.45816,260.10404,-110.34009,307.50715,27.99363,259.99421,155.12395,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,17,8d9153a0-e3c8-11ee-b0e7-03e2d690c94d,19126c8b-9e13-46c8-b750-1f3afb25fe0f,2024-03-16,14:08:19.70,2024-03-16,19:08:19.70,2024-03-16T14:08:19.7036372-05:00,2024-03-16T19:08:19.7036372Z,NOR_BIS,UNO_MAV,StrikeCalled,Undefined,NoShift,94.07348,70.61477,150.98741,20.32632,79.72301,-58.47436,141.31042,-40.89822,261.46141,-110.59272,313.10978,31.19002,260.38097,155.85673,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,18,97adfaf0-e3c8-11ee-b0e7-03e2d690c94d,e7eed62d-ff46-48b9-8444-10bec33b5ff3,2024-03-16,14:08:36.67,2024-03-16,19:08:36.67,2024-03-16T14:08:36.6726996-05:00,2024-03-16T19:08:36.6726996Z,NOR_BIS,UNO_MAV,InPlay,Out,NoShift,94.67909,70.57837,151.13966,20.19533,80.50599,-59.11659,139.72709,-41.32021,265.0962,-111.0528,313.78102,31.23421,256.86845,155.93149,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,19,add13f40-e3c8-11ee-b0e7-03e2d690c94d,43ad3ae6-74d2-48c0-a6c8-af4d16e319f2,2024-03-16,14:09:13.81,2024-03-16,19:09:13.81,2024-03-16T14:09:13.8134356-05:00,2024-03-16T19:09:13.8134356Z,NOR_BIS,UNO_MAV,StrikeCalled,Undefined,NoShift,95.53756,69.84466,152.34353,21.06989,85.00471,-63.824,141.92013,-43.05105,274.68999,-108.1945,319.07034,16.31223,259.76379,155.8389,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,20,b65ce650-e3c8-11ee-b0e7-03e2d690c94d,4e11f2d6-6a89-440d-b181-3868eaff3542,2024-03-16,14:09:28.15,2024-03-16,19:09:28.15,2024-03-16T14:09:28.1567060-05:00,2024-03-16T19:09:28.1567060Z,NOR_BIS,UNO_MAV,FoulBallNotFieldable,Undefined,NoShift,95.53292,70.81052,152.81163,19.92692,88.88617,-67.22339,141.66481,-42.24169,276.77502,-109.44004,324.21941,17.83754,258.37083,153.82843,,,,,,,,,,,,,,,true
671162b4-4af9-4e3b-80f0-6f2afb56b4fe,21,c26c5cf0-e3c8-11ee-b0e7-03e2d690c94d,8e4c14a4-6077-4fec-b328-b89d454b3216,2024-03-16,14:09:48.29,2024-03-16,19:09:48.29,2024-03-16T14:09:48.2989908-05:00,2024-03-16T19:09:48.2989908Z,NOR_BIS,UNO_MAV,BallCalled,Undefined,NoShift,94.4745,70.70214,151.96084,32.85944,91.84232,-70.81881,142.64257,-41.46336,277.06999,-123.58897,322.8743,22.04304,255.71256,156.3361,,,,,,,,,,,,,,,true
