PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-03-06,17:02:26.17,1,1,"Curtis, Brayden",10290119,Right,UNO_MAV,"Bean, Brady",10281640,Right,POR_PIL,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.12625,-2.625175,-2.064657,2248.208277,219.90949,1:15,6.08241,1.27766,6.35408,-18.07895,16.57552,12.92154,2.15633,0.4533,81.47249,-6.070311,0.274388,0.423693,,,,,,,,,,,,-7.36193,9.74119,-1.13393,50,5.88331,4.16248,-129.39122,-6.43336,-12.45215,27.57535,-15.69757,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,99bf22f0-dc0d-11ee-9480-c9ab1d947b58,88.96175,,,7.65376,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:02:26.17,2024-03-06T17:02:26.1790000-06:00,2024-03-06T23:02:26.1790000Z,,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,f5a60bf9-26fe-4253-b552-a54e44c9baf7,54.14541,-130.27168,13.78767,6.08073,-5.93215,-7.84878,-1.27318,4.56007,-6.22608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2024-03-06,17:02:46.27,1,2,"Curtis, Brayden",10290119,Right,UNO_MAV,"Bean, Brady",10281640,Right,POR_PIL,Undefined,1,Top,0,0,1,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.6346,-2.933322,-3.918343,2471.991827,200.757511,12:45,6.14856,1.09603,6.48887,-16.04513,18.50438,6.54555,2.10983,-1.9614,81.11577,-6.035728,-2.734487,0.423051,,,,,,,,,,,,-4.62433,10.94174,-0.82336,50,5.93481,8.62293,-129.73454,-7.05208,-7.79043,30.06409,-13.74096,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,a5bc4a10-dc0d-11ee-9480-c9ab1d947b58,89.09677,,,8.51883,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:02:46.27,2024-03-06T17:02:46.2710000-06:00,2024-03-06T23:02:46.2710000Z,,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,1566566a-4abe-4c18-8878-41fc10334a0f,54.00682,-130.65976,15.03205,6.14533,-6.6292,-6.87048,-1.09241,8.86268,-3.89522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2024-03-06,17:02:59.53,1,3,"Curtis, Brayden",10290119,Right,UNO_MAV,"Bean, Brady",10281640,Right,POR_PIL,Undefined,1,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.35589,-1.743676,-2.409274,2678.482331,104.421886,9:30,5.93586,1.50012,5.78461,-39.98455,2.54693,-4.67083,0.97965,-1.13191,74.89187,-9.060191,-3.246407,0.469382,,,,,,,,,,,,1.70209,2.1939,-1.29859,50,5.7679,5.14582,-118.03609,-4.90602,2.39425,23.08672,-29.08803,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,ada71d40-dc0d-11ee-9480-c9ab1d947b58,80.30225,,,6.46402,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:02:59.53,2024-03-06T17:02:59.5380000-06:00,2024-03-06T23:02:59.5380000Z,,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,e037f605-e921-4286-8f38-4906fe3e823a,54.71456,-118.95464,11.54336,5.94008,-3.74869,-14.54402,-1.50143,5.05056,1.19713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2024-03-06,17:03:14.33,1,4,"Curtis, Brayden",10290119,Right,UNO_MAV,"Bean, Brady",10281640,Right,POR_PIL,Undefined,1,Top,0,2,1,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.48871,-1.850309,-2.685364,2353.814217,202.422003,12:45,6.04658,1.44903,6.47421,-18.13568,18.06139,6.91804,2.83364,-0.44229,79.05126,-5.350779,-1.431694,0.43302,66.34991,-41.74369,-71.795297,,,,,4.38369,3.96576,-34.989039,0.045046,-4.4926,10.43217,-1.26283,50,5.90804,5.6878,-126.89335,-4.55999,-7.22191,29.38093,-15.40427,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,b6728c70-dc0d-11ee-9480-c9ab1d947b58,87.04544,2.93255,,8.43745,,,,2.56469,2.93255,0.60818,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:03:14.33,2024-03-06T17:03:14.3380000-06:00,2024-03-06T23:03:14.3380000Z,GroundBall,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,9f37febb-06a6-4433-8f3b-c739569ee1cd,54.0232,-127.82148,14.69047,6.0444,-4.07337,-7.70214,-1.44611,5.91594,-3.61095,180,2.5639,22.79252,,,,,,,,2.9348,-65.10165,,,,,,,,0.61058,-69.30467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
5,2024-03-06,17:03:33.99,1,5,"Curtis, Brayden",10290119,Right,UNO_MAV,"Bean, Brady",10281640,Right,POR_PIL,Undefined,1,Top,0,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.32503,-2.000192,-3.606773,2677.60006,87.3446,9:00,6.03667,1.44205,5.67169,-40.7012,0.88701,-7.36276,0.77562,-2.53864,76.315,-9.387785,-4.92072,0.464148,44.52934,-12.317517,7.640214,3018.437364,,,,22.69747,22.69747,21.459509,0.289196,2.78099,1.36661,-1.13258,50,5.84177,7.81189,-119.3497,-5.55965,4.02315,22.33391,-30.19701,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,c233bc00-dc0d-11ee-9480-c9ab1d947b58,81.2078,5.19056,,6.01003,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:03:33.99,2024-03-06T17:03:33.9900000-06:00,2024-03-06T23:03:33.9900000Z,GroundBall,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,8f172146-3985-4548-bed0-79a21c9d9deb,54.82831,-120.24983,11.16695,6.04131,-4.34261,-15.09851,-1.44416,7.64974,2.01157,,3.41003,63.22258,-6.81699,,,,,,,5.1918,-13.98916,-13.72162,,,,,,,6.4926,8.42493,-7.49159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,
6,2024-03-06,17:03:58.79,2,1,"Curtis, Brayden",10290119,Right,UNO_MAV,"Holcroft, Jake",1000059083,Left,POR_PIL,Undefined,1,Top,1,0,0,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.11104,-3.205291,-2.337765,2334.697427,213.185466,1:00,5.99478,1.28687,6.39728,-17.71906,16.69099,10.23134,1.56489,-0.01166,82.06796,-6.56698,-0.484689,0.422196,,,,,,,,,,,,-5.97748,9.89367,-1.12368,50,5.75612,4.88772,-129.36441,-7.73608,-10.18639,25.56773,-15.31401,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,d0f3fac0-dc0d-11ee-9480-c9ab1d947b58,89.27713,,,7.04308,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:03:58.79,2024-03-06T17:03:58.7910000-06:00,2024-03-06T23:03:58.7910000Z,,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,6b4e98e3-c224-4320-b5da-8c535aaf0a94,54.10252,-130.17271,12.78387,5.99303,-7.25194,-7.657,-1.28329,5.20976,-5.0932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2024-03-06,17:04:15.44,2,2,"Curtis, Brayden",10290119,Right,UNO_MAV,"Holcroft, Jake",1000059083,Left,POR_PIL,Undefined,1,Top,1,0,1,Slider,Slider,InPlay,Undefined,GroundBall,Single,0,0,,82.94024,-0.863922,-1.092491,2721.863182,149.193504,11:00,6.09371,1.41295,5.51921,-37.57565,3.80701,-1.45878,2.15445,0.2698,75.83282,-7.753325,-1.352906,0.463,96.79623,5.18498,-0.993879,2423.260757,,,,104.58281,103.33974,-1.920614,0.8242,0.41736,2.56681,-1.31683,50,5.99335,2.35469,-120.36127,-3.11338,0.60863,24.65225,-28.43094,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,dae74820-dc0d-11ee-9480-c9ab1d947b58,81.40922,4.11472,,7.10742,,,,0.63284,2.01492,-0.23547,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:04:15.44,2024-03-06T17:04:15.4450000-06:00,2024-03-06T23:04:15.4450000Z,GroundBall,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,6e63ab07-4856-47cf-b3da-c1bae98a48e8,54.97921,-121.37682,12.32613,6.09748,-1.94217,-14.21547,-1.41331,2.32962,0.30431,48.552045,0.70971,140.09027,-17.24954,,,,,,,2.06548,11.99241,-17.65884,,,,,,,-0.22196,-2.67818,-1.6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
8,2024-03-06,17:04:47.63,3,1,"Curtis, Brayden",10290119,Right,UNO_MAV,"Patacsil, Ben",1000079915,Right,POR_PIL,Undefined,1,Top,1,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.48841,-4.216708,-4.514225,2253.73155,224.517459,1:30,5.89622,1.47534,6.4621,-22.66706,13.41879,12.02516,0.11506,-1.6776,80.19978,-8.475454,-2.339678,0.432355,,,,,,,,,,,,-7.6,8.58319,-1.16118,50,5.5869,9.5381,-126.51779,-9.9977,-12.29916,26.18971,-18.28378,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,ee1679c0-dc0d-11ee-9480-c9ab1d947b58,87.17947,,,7.28863,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:04:47.63,2024-03-06T17:04:47.6310000-06:00,2024-03-06T23:04:47.6310000Z,,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,5449de59-3e94-4b06-9587-559050834684,54.0373,-127.35078,13.09486,5.89564,-9.41616,-9.14189,-1.47078,9.92929,-6.14958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2024-03-06,17:05:34.70,3,2,"Curtis, Brayden",10290119,Right,UNO_MAV,"Patacsil, Ben",1000079915,Right,POR_PIL,Undefined,1,Top,1,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.53091,-1.959963,-3.743938,2512.022104,177.113991,12:00,5.94834,1.60517,5.72249,-38.04081,5.97422,-0.22394,0.94807,-1.9057,73.42748,-8.947129,-3.783935,0.477498,27.57321,-1.178495,17.678247,,,,,22.56245,2.23931,23.149283,0.550444,-1.05366,4.11807,-1.29198,50,5.76107,7.63427,-116.53163,-5.22331,-1.43218,24.2499,-26.57654,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,0a2c1ca0-dc0e-11ee-9480-c9ab1d947b58,78.93731,0.45898,,7.10343,,,,-0.51217,0.45898,2.09454,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:05:34.70,2024-03-06T17:05:34.7030000-06:00,2024-03-06T23:05:34.7030000Z,GroundBall,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,f759144e-b10a-4d5c-b968-3899834fb08a,54.77408,-117.5209,12.12495,5.95204,-4.13912,-13.28827,-1.60461,7.6927,-0.71609,,-0.52076,38.6197,,,,,,,,0.45917,-0.83384,,,,,,,,2.0918,12.30896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
10,2024-03-06,17:05:53.35,3,3,"Curtis, Brayden",10290119,Right,UNO_MAV,"Patacsil, Ben",1000079915,Right,POR_PIL,Undefined,1,Top,1,2,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.94212,-3.071801,-3.448181,2507.133908,220.885767,1:15,5.95323,1.45884,6.43576,-18.53253,16.99493,13.71698,1.57807,-0.57074,80.50676,-6.602502,-0.965398,0.428996,,,,,,,,,,,,-8.11217,10.08339,-1.21927,50,5.72576,7.15065,-127.49371,-7.34522,-13.35376,26.18322,-15.57537,UNO_MAV,POR_PIL,TalAndersonField,D1,SUM,20240306-TalAndersonField-1,1544fe40-dc0e-11ee-9480-c9ab1d947b58,87.86193,,,7.43536,,,,,,,b7113a09-e781-4d79-a884-e6c151a7ca52,2024-03-06,23:05:53.35,2024-03-06T17:05:53.3500000-06:00,2024-03-06T23:05:53.3500000Z,,v3,471375,471412,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,bd87fa29-37f0-4058-b3c5-bae1ed7a5d46,54.06278,-128.32537,13.09161,5.95121,-6.8505,-7.78768,-1.45313,7.5748,-6.67688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
