PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-03-16,14:01:56.91,1,1,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schwabe, Cadyn",1000133734,Left,NOR_BIS,Undefined,1,Top,0,0,0,FourSeamFastBall,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.89615,-0.699889,2.410217,2097.943497,134.234355,10:30,5.34207,-1.24087,6.37687,-18.39407,17.74851,-17.10879,3.16472,-0.44786,79.74879,-4.214102,-0.686257,0.432694,,,,,,,,,,,,9.52087,9.7665,1.07433,50,5.28271,-4.65258,-126.31237,-2.02632,15.45793,24.53704,-16.31734,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,a968aa70-e3c7-11ee-b0e7-03e2d690c94d,87.11104,,,7.14736,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:01:56.91,2024-03-16T14:01:56.9118036-05:00,2024-03-16T19:01:56.9118036Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,cfcd831f-8457-43f8-8e09-3ad942cf0b14,54.12221,-127.11062,12.26852,5.33999,-1.49548,-8.15867,1.23387,-5.15546,7.72896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2024-03-16,14:02:10.24,1,2,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schwabe, Cadyn",1000133734,Left,NOR_BIS,Undefined,1,Top,0,0,1,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.23417,-2.765749,2.346709,2066.454625,133.474703,10:30,5.33906,-1.16799,6.47616,-19.81926,15.568,-15.41245,1.14361,-0.29621,81.20334,-6.496611,-0.449687,0.428149,,,,,,,,,,,,8.67847,9.12119,1.00955,50,5.13513,-4.63788,-126.84992,-6.68188,14.37871,21.84983,-17.06181,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,b155c790-e3c7-11ee-b0e7-03e2d690c94d,88.03583,,,6.03083,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:02:10.24,2024-03-16T14:02:10.2447444-05:00,2024-03-16T19:02:10.2447444Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,c68df42a-8c0e-409a-8524-723e5c87fabc,54.02567,-127.54145,10.92492,5.33806,-6.14188,-8.53091,1.16354,-5.09296,7.18936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2024-03-16,14:02:22.50,1,3,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schwabe, Cadyn",1000133734,Left,NOR_BIS,Undefined,1,Top,0,1,1,FourSeamFastBall,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.99391,-2.180169,3.042967,2137.476194,136.000974,10:30,5.32389,-1.15475,6.47954,-18.96166,16.41899,-14.99387,1.73807,0.39251,81.32673,-5.752595,0.325348,0.428109,,,,,,,,,,,,8.62036,9.40091,0.94749,50,5.1617,-6.19862,-126.56077,-5.34708,14.30313,20.26215,-16.5758,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,b8abadc0-e3c7-11ee-b0e7-03e2d690c94d,88.04402,,,5.66718,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:02:22.50,2024-03-16T14:02:22.5057108-05:00,2024-03-16T19:02:22.5057108Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,dbb8d78b-6bde-4c3b-95a7-dc021e7ad733,54.02345,-127.20328,10.13108,5.32292,-4.82146,-8.2879,1.15124,-6.65218,7.15157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2024-03-16,14:02:38.39,1,4,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schwabe, Cadyn",1000133734,Left,NOR_BIS,Undefined,1,Top,0,1,2,FourSeamFastBall,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.50436,-2.043441,2.641903,2087.69182,138.23322,10:30,5.3463,-0.9224,6.46033,-19.81851,14.31643,-12.03847,1.81495,0.50286,82.88818,-5.760653,0.459671,0.420505,,,,,,,,,,,,6.90847,8.22075,0.74103,50,5.19261,-5.50275,-128.80957,-5.17022,11.8954,20.51728,-18.01907,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,c2231460-e3c7-11ee-b0e7-03e2d690c94d,89.63613,,,5.61618,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:02:38.39,2024-03-16T14:02:38.3990000-05:00,2024-03-16T19:02:38.3990000Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,b459e08d-45e8-41a7-966c-5ba625075524,54.04192,-129.45178,10.25864,5.34561,-4.6062,-9.00954,0.9191,-5.87509,5.9477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55916,2.72041,1.663232,1.057178,0.79757,1.75222,-0.50769,1.36105,5.08776,-4.45566,69.59839,7.98764,-55.17931,1.36929,68.98166,-4.19775,5.24915,18.72454,-15.18902,-4.7687,-58.53393,10.13036,High,High,High,,,High,Medium,High
5,2024-03-16,14:03:03.45,2,1,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schaffner, Jake",1000092397,Left,NOR_BIS,Undefined,1,Top,1,0,0,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.40135,-2.904681,2.984218,2021.823032,136.27129,10:30,5.35849,-1.0803,6.59932,-18.25855,16.87434,-15.22521,1.16997,0.38735,81.28366,-6.363279,0.217821,0.426607,,,,,,,,,,,,8.77071,9.88717,0.8828,50,5.15204,-6.07933,-127.0319,-6.93444,14.56971,21.97316,-15.74967,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,d112a080-e3c7-11ee-b0e7-03e2d690c94d,88.35391,,,6.11768,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:03:03.45,2024-03-16T14:03:03.4543444-05:00,2024-03-16T19:03:03.4543444Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,7d14ca6d-f0ff-40e4-a3eb-a3d3b860e80a,53.90259,-127.70516,10.98658,5.35712,-6.45187,-7.87483,1.07591,-6.52574,7.28486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2024-03-16,14:03:15.22,2,2,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schaffner, Jake",1000092397,Left,NOR_BIS,Undefined,1,Top,1,1,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.12745,-3.592668,2.622968,2140.966857,142.485832,10:45,5.30114,-1.10596,6.40311,-16.67477,19.1291,-13.89205,0.60011,0.15002,80.71505,-6.759189,0.107431,0.430662,,,,,,,,,,,,7.97626,11.2376,0.92442,50,5.03539,-5.28719,-126.50368,-8.38868,13.08004,22.91509,-13.74585,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,d8155da0-e3c7-11ee-b0e7-03e2d690c94d,87.52212,,,6.41239,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:03:15.22,2024-03-16T14:03:15.2272212-05:00,2024-03-16T19:03:15.2272212Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,507dd72f-c23f-4c83-b48a-f689c12c71c7,54.09847,-127.24391,11.45755,5.2992,-7.94465,-6.87292,1.10204,-5.70972,6.54002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2024-03-16,14:03:27.49,2,3,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schaffner, Jake",1000092397,Left,NOR_BIS,Undefined,1,Top,1,2,0,FourSeamFastBall,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.77193,-1.39183,3.80455,2016.832577,134.473693,10:30,5.33348,-1.16448,6.51035,-19.5519,16.09461,-15.44591,2.42382,1.04488,80.78601,-5.086525,1.00721,0.429714,,,,,,,,,,,,8.96103,9.0606,0.90512,50,5.22727,-7.82378,-126.14314,-3.60009,14.73369,20.74247,-17.27669,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,df6920f0-e3c7-11ee-b0e7-03e2d690c94d,87.7151,,,5.98592,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:03:27.49,2024-03-16T14:03:27.4951508-05:00,2024-03-16T19:03:27.4951508Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,a27959da-98e7-44dd-99c5-95451109dfb4,53.99112,-126.79772,10.37123,5.33228,-3.05488,-8.63835,1.15935,-8.28874,7.36685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2024-03-16,14:03:40.30,2,4,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schaffner, Jake",1000092397,Left,NOR_BIS,Undefined,1,Top,1,2,1,FourSeamFastBall,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.12082,-2.305564,2.413728,2092.772407,135.956639,10:30,5.28729,-1.2121,6.38303,-17.51505,18.61985,-16.89505,1.70377,-0.3983,79.77659,-5.658175,-0.645111,0.432648,,,,,,,,,,,,9.61064,10.7515,1.04629,50,5.11297,-4.71039,-126.54282,-5.55845,15.57978,25.87998,-14.74479,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,e6f9ed40-e3c7-11ee-b0e7-03e2d690c94d,87.12031,,,7.34423,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:03:40.30,2024-03-16T14:03:40.3047252-05:00,2024-03-16T19:03:40.3047252Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,292e4053-4f93-4f40-b48f-2382a3145457,54.11811,-127.38225,12.93999,5.28551,-5.0802,-7.37239,1.20727,-5.21573,7.78989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2024-03-16,14:04:00.39,2,5,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schaffner, Jake",1000092397,Left,NOR_BIS,Undefined,1,Top,1,2,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.46289,-3.364614,4.111952,2268.405742,138.270981,10:30,5.33578,-1.06318,6.5462,-14.2932,20.21769,-16.9471,1.04761,1.30196,81.14036,-6.153786,1.042339,0.422814,,,,,,,,,,,,10.17882,12.0052,0.78535,50,5.09601,-8.66129,-129.52395,-7.96092,17.14181,29.24248,-11.95644,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,f300d860-e3c7-11ee-b0e7-03e2d690c94d,89.1466,,,8.32253,,,,,,,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:04:00.39,2024-03-16T14:04:00.3924308-05:00,2024-03-16T19:04:00.3924308Z,,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,b9f8a753-03fd-4316-8b1b-aef5aa80b7e4,53.953,-130.41337,14.62124,5.33261,-7.59727,-5.97822,1.05672,-9.18266,8.57091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2024-03-16,14:04:13.65,2,6,"Riedel, Caleb",1000120428,Left,UNO_MAV,"Schaffner, Jake",1000092397,Left,NOR_BIS,Undefined,1,Top,1,3,2,FourSeamFastBall,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,87.1023,-1.571735,2.666324,2087.044677,132.156561,10:30,5.34139,-1.06555,6.47673,-19.4306,16.2204,-16.79217,2.27697,-0.01472,80.50122,-5.258081,-0.378583,0.429741,89.32751,1.591051,-9.411831,2509.146372,,,,63.09855,62.10751,-11.261645,0.5089,9.53918,9.22733,0.88529,50,5.22187,-5.28716,-126.6702,-4.00627,15.66358,23.29865,-17.02254,UNO_MAV,NOR_BIS,TalAndersonField,D1,SUM,20240316-TalAndersonField-1,fae32010-e3c7-11ee-b0e7-03e2d690c94d,87.70959,2.54495,,6.60108,,,,2.56539,2.35149,-0.01295,671162b4-4af9-4e3b-80f0-6f2afb56b4fe,2024-03-16,19:04:13.65,2024-03-16T14:04:13.6556884-05:00,2024-03-16T19:04:13.6556884Z,GroundBall,v3,471375,471388,,"Burkhalter, Trenton",10303335,Right,UNO_MAV,3f5fc4f0-b65f-4add-9127-a778bc537da6,54.0249,-127.40836,11.64932,5.34025,-3.46695,-8.51127,1.06066,-5.78342,7.83179,87.544569,2.59834,128.32393,-23.35844,,,,,,,2.36331,3.32363,-15.699,,,,,,,0.00209,-21.82019,-4.76461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
