PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-04-19,18:03:52.26,1,1,"Bell, Charlie",1000213096,Right,UNO_MAV,"Zinicola, Zain",823617,Left,NCB,Undefined,1,Top,0,0,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.3516,-0.750983,-2.22899,1946.911846,200.081281,12:45,5.80588,2.4348,6.35467,-24.30714,15.11682,5.0813,3.08852,0.80564,76.45433,-5.345573,-1.309771,0.45191,68.81394,3.782491,-177.868213,1206.975084,,,,65.14915,49.04944,-177.17245,0.691077,-3.24067,8.4541,-2.27538,50,5.73986,4.52363,-121.10179,-2.25307,-4.82416,23.11537,-19.58903,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,17467fb0-fea1-11ee-820f-d72a0a9924d6,83.40704,3.59434,,6.89728,,,,0.71372,2.90639,-0.85416,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:03:52.26,2024-04-19T18:03:52.2623778-05:00,2024-04-19T23:03:52.2623778Z,GroundBall,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,a358a613-56a5-49cc-9374-787300f69b4f,54.14262,-121.88995,11.55769,5.8053,-1.58515,-9.79451,-2.43242,4.68812,-2.41208,162.765401,0.71372,-100.63739,8.7186,-1.38193,0.27569,-0.04283,0.00748,-0.00215,0.00045,2.90639,6.65805,-16.26837,0.8667,-0.12426,0.02864,-0.00299,0.00062,-0.00016,-0.85416,-3.74611,0.44781,0.0686,-0.03798,0.01004,-0.00231,0.00047,-8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
2,2024-04-19,18:04:09.49,1,2,"Bell, Charlie",1000213096,Right,UNO_MAV,"Zinicola, Zain",823617,Left,NCB,Undefined,1,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.52782,-2.990019,-3.302313,1758.622293,229.496303,1:45,5.81541,2.41207,6.2445,-36.08313,7.28335,7.06209,0.04362,-0.0486,74.02741,-9.630645,-2.026032,0.473967,,,,,,,,,,,,-4.54181,4.90256,-2.16969,50,5.57436,6.41808,-115.4068,-7.08221,-6.18041,19.66972,-25.50272,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,218973b0-fea1-11ee-820f-d72a0a9924d6,79.5254,,,5.50042,,,,,,,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:04:09.49,2024-04-19T18:04:09.4915362-05:00,2024-04-19T23:04:09.4915362Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,cb03aa5a-3bca-4124-9a2c-c266843c8205,54.25653,-116.13001,9.83486,5.81752,-6.14454,-12.75136,-2.40985,6.64532,-3.09021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2024-04-19,18:04:28.64,1,3,"Bell, Charlie",1000213096,Right,UNO_MAV,"Zinicola, Zain",823617,Left,NCB,Undefined,1,Top,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.79733,-1.419922,-3.049507,1583.446896,191.636096,12:30,5.75649,2.54534,6.09971,-37.10002,8.57418,1.48303,1.34947,-0.15408,71.94014,-8.275314,-2.782527,0.486415,,,,,,,,,,,,-1.57984,5.21977,-2.31136,50,5.62747,5.96522,-112.94407,-3.87779,-2.04963,19.72704,-25.40207,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,2cfb4ac0-fea1-11ee-820f-d72a0a9924d6,77.49029,,,5.8572,,,,,,,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:04:28.64,2024-04-19T18:04:28.6430498-05:00,2024-04-19T23:04:28.6430498Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,4db788b8-ce99-4e39-aa6a-6adc9d69d01f,54.39961,-113.70992,9.86352,5.75887,-2.89162,-12.70103,-2.54449,6.04479,-1.02482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2024-04-19,18:04:45.82,1,4,"Bell, Charlie",1000213096,Right,UNO_MAV,"Zinicola, Zain",823617,Left,NCB,Undefined,1,Top,0,1,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,79.39046,-1.653918,-1.868111,1501.695965,217.190484,1:15,5.83269,2.49909,6.05096,-38.18778,5.85941,3.40406,1.1181,1.05284,73.18062,-8.700377,-1.2544,0.477673,50.83641,-59.126315,21.246951,,,,,3.46246,3.46246,-13.313844,0.020299,-2.29138,3.86512,-2.35565,50,5.68328,3.63972,-115.31139,-4.47925,-3.08432,21.49675,-26.97139,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,373453b0-fea1-11ee-820f-d72a0a9924d6,78.90851,1.30385,,6.20984,,,,2.64286,1.30385,-1.07984,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:04:45.82,2024-04-19T18:04:45.8213666-05:00,2024-04-19T23:04:45.8213666Z,GroundBall,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,1d147bdd-547c-4475-8ded-c442d8405574,54.4489,-116.13781,10.74837,5.83555,-3.44237,-13.4857,-2.49785,3.75829,-1.54216,,2.64243,35.791,,,,,,,,1.30462,-64.23073,,,,,,,,-1.08001,13.91617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
5,2024-04-19,18:05:41.16,2,1,"Bell, Charlie",1000213096,Right,UNO_MAV,"Sanchez, Brandon",823610,Right,NCB,Undefined,1,Top,0,0,0,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,76.34167,0.451308,-2.117746,2240.901049,77.442188,8:30,6.03621,2.38175,6.19716,-48.08668,0.18539,-7.065,2.44591,-0.16289,69.09417,-8.480734,-3.393453,0.500057,,,,,,,,,,,,2.96638,0.38658,-2.21883,50,6.04612,4.338,-110.74562,-0.51033,3.60518,23.72301,-31.70422,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,5832d460-fea1-11ee-820f-d72a0a9924d6,75.37631,,,7.2475,,,,,,,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:05:41.16,2024-04-19T18:05:41.1611938-05:00,2024-04-19T23:05:41.1611938Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,9f1e103a-b649-4fcb-9817-c033a9ef2b74,54.30135,-111.66321,11.86151,6.04215,0.71597,-15.85211,-2.38392,4.19855,1.80259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2024-04-19,18:06:17.57,3,1,"Bell, Charlie",1000213096,Right,UNO_MAV,"Wagner, Caden",823616,Right,NCB,Undefined,1,Top,1,0,0,Slider,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.48758,-1.717846,-3.798302,1620.849135,203.074035,12:45,5.84919,2.40203,6.19169,-40.89459,6.4926,2.13075,0.85134,-0.93233,70.57131,-9.26464,-3.414363,0.495452,,,,,,,,,,,,-2.16618,4.30957,-2.1166,50,5.69897,7.28946,-110.90287,-4.49545,-2.69677,19.90795,-26.80889,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,6de75150-fea1-11ee-820f-d72a0a9924d6,76.07681,,,5.91628,,,,,,,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:06:17.57,2024-04-19T18:06:17.5786786-05:00,2024-04-19T23:06:17.5786786Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,1d2de5eb-97c2-49ef-865f-e8f88268cd73,54.30671,-111.67329,9.95397,5.85286,-3.45798,-13.40445,-2.40072,7.39382,-1.34839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2024-04-19,18:06:36.00,3,2,"Bell, Charlie",1000213096,Right,UNO_MAV,"Wagner, Caden",823616,Right,NCB,Undefined,1,Top,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.90593,-1.458558,-2.562315,1558.295919,205.513387,12:45,5.99492,2.1254,6.09976,-38.35191,8.47532,3.35252,1.44834,0.03344,70.96322,-8.551018,-1.95815,0.492516,,,,,,,,,,,,-2.43453,5.22087,-1.92993,50,5.86242,4.87963,-111.65891,-3.94758,-3.07877,19.78464,-25.57156,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,78e57f00-fea1-11ee-820f-d72a0a9924d6,76.53033,,,5.94271,,,,,,,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:06:36.00,2024-04-19T18:06:36.0025378-05:00,2024-04-19T23:06:36.0025378Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,c3a73091-6434-44b9-a656-310665407ccb,54.3988,-112.43562,9.89232,5.99769,-2.94368,-12.78578,-2.12387,5.0005,-1.53939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2024-04-19,18:06:55.70,3,3,"Bell, Charlie",1000213096,Right,UNO_MAV,"Wagner, Caden",823616,Right,NCB,Undefined,1,Top,1,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.49586,-2.047219,-1.81383,2060.146361,182.414374,12:00,6.22912,1.64494,6.40369,-20.47304,16.99395,0.66681,2.63878,0.03204,78.40284,-5.935823,-1.693048,0.440551,71.70343,46.452859,127.53715,4647.983326,,,,,49.92321,,,-0.85358,9.81957,-1.51531,50,6.07286,3.90877,-124.20506,-4.98851,-1.33371,24.81881,-16.83079,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,849aeec0-fea1-11ee-820f-d72a0a9924d6,85.55755,44.18919,,7.09302,,,,1.25609,2.5478,0.04569,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:06:55.70,2024-04-19T18:06:55.7075234-05:00,2024-04-19T23:06:55.7075234Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,c024ffd0-2640-4041-8d9d-11965ad4bb1b,54.09535,-125.02072,12.4094,6.22772,-4.43537,-8.41539,-1.64449,3.95261,-0.66686,,1.25609,-44.14313,-3.47439,1.86416,-2.72814,6.71666,-9.52232,6.92353,-2.04219,2.54779,76.22474,-28.09747,3.64506,-1.7461,2.89022,-3.87232,2.748,-0.79527,0.04569,57.45258,-7.27678,1.1444,-0.18403,-0.05667,0.18108,-0.17388,0.0615,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
9,2024-04-19,18:07:19.14,3,4,"Bell, Charlie",1000213096,Right,UNO_MAV,"Wagner, Caden",823616,Right,NCB,Undefined,1,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.92116,-0.166336,-1.63972,2221.110778,187.696095,12:15,6.1838,1.73739,6.46063,-17.62021,18.21064,2.32343,4.5626,0.42443,80.10184,-3.536218,-1.218503,0.430824,,,,,,,,,,,,-1.62402,9.88693,-1.62251,50,6.16377,3.53149,-126.44709,-0.81658,-2.6543,23.49221,-16.01485,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,928e1980-fea1-11ee-820f-d72a0a9924d6,87.48915,,,6.81932,,,,,,,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:07:19.14,2024-04-19T18:07:19.1493922-05:00,2024-04-19T23:07:19.1493922Z,,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,420f0c4e-fc78-4825-9cfd-9063cdd391f1,54.03772,-127.19503,11.7461,6.18165,-0.3067,-8.00742,-1.73629,3.61599,-1.32715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2024-04-19,18:07:42.61,3,5,"Bell, Charlie",1000213096,Right,UNO_MAV,"Wagner, Caden",823616,Right,NCB,Undefined,1,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,85.94776,-2.432333,-2.276388,2097.91302,195.993445,12:30,6.13716,1.88215,6.37285,-18.30993,18.86198,5.06618,2.37026,0.20876,78.73011,-5.928563,-1.359642,0.438812,87.27049,23.887596,11.969351,3904.195864,105.85141,42.42993,29.92245,318.73934,307.89998,24.658083,3.978965,-3.29449,10.89938,-1.72015,50,5.95278,4.77202,-124.78568,-5.77877,-5.19387,25.14586,-14.99087,UNO_MAV,NCB,TalAndersonField,D1,SUM,20240419-TalAndersonField-1,a08eb1c0-fea1-11ee-820f-d72a0a9924d6,85.89649,51.30434,,7.21765,,,,1.77961,2.4528,-0.20791,3333dd32-81dc-4504-9431-09795dbb80ad,2024-04-19,23:07:42.61,2024-04-19T18:07:42.6172706-05:00,2024-04-19T23:07:42.6172706Z,LineDrive,v3,471375,471391,,"Dick, Cardel",1000197604,Right,UNO_MAV,46f7a4ec-6ea1-4b35-a1a9-d5866b977f47,54.12627,-125.61442,12.57293,6.13509,-5.2847,-7.49544,-1.88025,4.9432,-2.59694,213.965663,1.77877,114.51176,-22.12932,5.56671,-1.26922,0.2862,-0.05853,0.0081,-0.0005,2.45422,51.79165,-13.61224,-0.54826,0.49967,-0.20717,0.05475,-0.00763,0.00042,-0.20781,24.26872,3.59716,-0.44653,0.07506,-0.03682,0.01314,-0.00226,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
