PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-03-28,17:04:11.38,1,1,"Bell, Charlie",1000213096,Right,UNO_MAV,"Rodriguez, Elijah",10112892,Left,ORA_GOL,Undefined,1,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,84.61181,-2.336929,-3.241661,2053.509174,216.207242,1:15,5.99167,2.38206,6.2603,-21.02521,17.9993,12.15339,2.08015,0.40268,76.61281,-6.351295,-1.04888,0.449614,98.21899,-7.406338,19.758142,,,,,15.54993,15.54993,15.015071,0.095639,-7.35272,10.4939,-2.14743,50,5.80783,6.48231,-122.59954,-5.56902,-11.05331,27.02013,-16.39863,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,1bc13430-ed4f-11ee-8ef5-43560d674d00,83.8328,2.08763,,7.99899,,,,2.44749,2.08763,-0.51679,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:04:11.38,2024-03-28T17:04:11.3819662-05:00,2024-03-28T22:04:11.3819662Z,GroundBall,v3,471375,471403,,"Dick, Cardel",1000197604,Right,UNO_MAV,57149aac-f780-4998-ad05-1468d10a82b3,54.23745,-123.52992,13.51007,5.98986,-5.00437,-8.19931,-2.37719,6.8629,-5.52665,351.800421,2.44768,134.41586,-31.08324,,,,,,,2.08803,-18.62467,-33.58209,,,,,,,-0.51677,48.28862,-7.97894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
2,2024-03-28,17:04:44.15,2,1,"Bell, Charlie",1000213096,Right,UNO_MAV,"LaLiberte, Cameron",690752,Right,ORA_GOL,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,84.34566,-0.042434,-2.391265,2066.875389,206.654896,1:00,6.20964,2.12285,6.23174,-18.63068,20.43576,9.59272,4.6179,0.71491,76.41796,-3.635815,-0.660756,0.449856,,,,,,,,,,,,-5.64626,10.96386,-1.94868,50,6.19696,4.73276,-122.39246,-0.54866,-8.49896,25.88641,-15.67085,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,2f4b3000-ed4f-11ee-8ef5-43560d674d00,83.78783,,,7.9277,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:04:44.15,2024-03-28T17:04:44.1585678-05:00,2024-03-28T22:04:44.1585678Z,,v3,471375,471403,,"Dick, Cardel",1000197604,Right,UNO_MAV,f97d98df-3aa4-49c7-88dc-d36790c7bce6,54.26366,-123.29094,12.9432,6.20657,-0.00475,-7.83543,-2.11806,5.02775,-4.24948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2024-03-28,17:04:57.31,2,2,"Bell, Charlie",1000213096,Right,UNO_MAV,"LaLiberte, Cameron",690752,Right,ORA_GOL,Undefined,1,Top,1,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.92499,-0.980076,-2.584014,2176.374943,130.320195,10:15,5.99992,2.24619,6.12055,-39.70797,6.17036,-5.51048,1.78384,-0.60353,71.46647,-8.330723,-3.576758,0.487501,,,,,,,,,,,,2.07976,3.94654,-2.04549,50,5.90437,5.30146,-113.0819,-3.10122,2.67779,21.7104,-27.09269,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,372f9a90-ed4f-11ee-8ef5-43560d674d00,77.31769,,,6.45852,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:04:57.31,2024-03-28T17:04:57.3132302-05:00,2024-03-28T22:04:57.3132302Z,,v3,471375,471403,,"Dick, Cardel",1000197604,Right,UNO_MAV,91462f07-5451-4f45-b75e-41c84b884510,54.37691,-113.91911,10.8552,6.00382,-2.05645,-13.54635,-2.24794,5.19819,1.33889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2024-03-28,17:05:12.22,2,3,"Bell, Charlie",1000213096,Right,UNO_MAV,"LaLiberte, Cameron",690752,Right,ORA_GOL,Undefined,1,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,86.34357,-2.469202,-1.703726,2162.205246,198.192087,12:30,6.24507,1.84188,6.09458,-14.27406,23.2984,7.22189,2.76927,0.86739,78.22817,-5.25248,-0.403366,0.44117,41.27289,48.352515,-37.254419,3432.224156,,,,99.71516,95.16085,-40.640796,2.986885,-4.25823,13.17776,-1.71444,50,6.04725,3.43704,-125.21492,-5.73282,-6.69232,27.66502,-11.4636,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,4002f900-ed4f-11ee-8ef5-43560d674d00,85.43741,34.37212,,8.1154,,,,1.63583,2.88462,-0.89203,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:05:12.22,2024-03-28T17:05:12.2244622-05:00,2024-03-28T22:05:12.2244622Z,Popup,v3,471375,471403,,"Dick, Cardel",1000197604,Right,UNO_MAV,f5da0ce4-588c-4bc6-85bf-3d717f04bb2f,54.40273,-126.18391,13.83251,6.24102,-5.3313,-5.7318,-1.83893,3.67145,-3.34616,160.409613,1.63607,32.00661,-4.56728,0.86858,0.41421,-0.55346,0.25665,-0.05466,0.00447,2.88426,45.24875,-17.27906,1.14633,-0.61757,0.34383,-0.1006,0.01332,-0.0006,-0.89209,-24.34814,1.55395,-0.16636,-0.15374,0.16827,-0.08074,0.01841,-0.00162,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
5,2024-03-28,17:05:41.19,3,1,"Bell, Charlie",1000213096,Right,UNO_MAV,"Booker, Kyle",694463,Left,ORA_GOL,Undefined,1,Top,2,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.26918,-2.392439,-2.923214,2017.069484,214.34489,1:15,6.05913,2.10035,6.11347,-20.78434,17.75926,11.20969,2.11085,0.32931,77.37358,-6.344495,-0.905431,0.446835,,,,,,,,,,,,-6.62311,10.27347,-1.88149,50,5.86441,5.85533,-123.54091,-5.73803,-10.14474,26.6562,-16.43795,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,514b6940-ed4f-11ee-8ef5-43560d674d00,84.35419,,,7.8956,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:05:41.19,2024-03-28T17:05:41.1973134-05:00,2024-03-28T22:05:41.1973134Z,,v3,471375,471403,,"Dick, Cardel",1000197604,Right,UNO_MAV,f602892c-0ef1-4e5b-a147-1f8e7417a4af,54.38207,-124.48283,13.3281,6.05691,-5.15719,-8.21898,-2.09472,6.2138,-5.07237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2024-03-28,17:05:57.58,3,2,"Bell, Charlie",1000213096,Right,UNO_MAV,"Booker, Kyle",694463,Left,ORA_GOL,Undefined,1,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,85.96176,-2.125133,-2.016877,2130.318866,199.471014,12:45,6.1167,2.03454,6.12497,-14.60572,23.48556,7.80477,2.93295,0.81974,77.39089,-4.988875,-0.611147,0.444206,90.087,52.667819,-6.657598,4576.300681,,,,,128.90733,,,-4.70449,13.24587,-1.8843,50,5.94655,4.07917,-124.60192,-4.95728,-7.27235,28.94356,-11.69814,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,5b0f6940-ed4f-11ee-8ef5-43560d674d00,84.85357,132.59636,,8.57087,,,,1.79341,2.97502,-0.82983,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:05:57.58,2024-03-28T17:05:57.5834126-05:00,2024-03-28T22:05:57.5834126Z,,v3,471375,471403,,"Dick, Cardel",1000197604,Right,UNO_MAV,bdf8166a-2647-4c97-b320-0f2c7dd0abf4,54.37181,-125.61333,14.47178,6.11263,-4.54849,-5.84907,-2.03128,4.3333,-3.63617,159.984775,1.79342,79.58585,-21.91772,6.72707,-1.6943,0.35599,-0.05404,0.00317,0.00021,2.97501,105.05899,-26.21518,2.5884,-0.22663,-0.04026,0.02465,-0.0061,0.00074,-0.82983,-9.28986,-4.29156,2.70818,-0.95519,0.26412,-0.05717,0.00822,-0.00057,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
7,2024-03-28,17:08:38.78,1,1,"Hall, Jakob",1000120226,Right,ORA_GOL,"Goetzmann, Matt",1000213099,Right,UNO_MAV,Undefined,1,Bottom,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.59315,-1.89957,-3.49585,1907.915255,226.784504,1:30,5.54943,1.3593,5.81089,-17.80316,16.84084,16.59773,2.2955,-0.51236,81.78959,-5.29181,-0.527411,0.423629,,,,,,,,,,,,-9.50434,9.52784,-1.08219,50,5.38296,7.27394,-131.15363,-4.89336,-16.36168,30.75766,-15.77193,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,bb257ea0-ed4f-11ee-8ef5-43560d674d00,88.97518,,,8.80356,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:08:38.78,2024-03-28T17:08:38.7845646-05:00,2024-03-28T22:08:38.7845646Z,,v3,471375,471403,,"LaLiberte, Cameron",690752,Right,ORA_GOL,7ef3ad1f-e9c0-4ed4-b4cf-d09cbae90dea,54.68559,-132.24791,15.37883,5.54708,-4.33223,-7.88596,-1.35134,7.85605,-8.18084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2024-03-28,17:08:49.96,1,2,"Hall, Jakob",1000120226,Right,ORA_GOL,"Goetzmann, Matt",1000213099,Right,UNO_MAV,Undefined,1,Bottom,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.94448,-3.243005,-4.043971,2041.876178,220.72963,1:15,5.51644,1.23093,5.59282,-16.88942,18.69186,14.96772,1.07019,-1.3039,81.20245,-6.456831,-1.380772,0.429321,,,,,,,,,,,,-8.76937,10.82012,-0.89324,50,5.22663,8.50335,-129.92369,-7.88505,-14.81322,30.20793,-13.89674,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,c1cf1f40-ed4f-11ee-8ef5-43560d674d00,87.79546,,,8.74203,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:08:49.96,2024-03-28T17:08:49.9683854-05:00,2024-03-28T22:08:49.9683854Z,,v3,471375,471403,,"LaLiberte, Cameron",690752,Right,ORA_GOL,2308ec67-f0b6-4562-b7d6-a06b82691016,54.90272,-131.05864,15.10396,5.51308,-7.36293,-6.94837,-1.22318,9.0599,-7.40661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2024-03-28,17:09:01.77,1,3,"Hall, Jakob",1000120226,Right,ORA_GOL,"Goetzmann, Matt",1000213099,Right,UNO_MAV,Undefined,1,Bottom,0,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.71253,-1.086097,-3.044466,2286.136372,86.56913,9:00,5.35184,1.32972,5.63225,-41.3251,1.10784,-3.89189,0.89319,-1.8378,75.13071,-8.628912,-3.739088,0.468838,,,,,,,,,,,,1.10039,1.30122,-1.06797,50,5.233,6.45746,-118.48594,-3.65701,1.56016,23.19596,-30.3291,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,c8e452f0-ed4f-11ee-8ef5-43560d674d00,80.39543,,,6.58182,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:09:01.77,2024-03-28T17:09:01.7799694-05:00,2024-03-28T22:09:01.7799694Z,,v3,471375,471403,,"LaLiberte, Cameron",690752,Right,ORA_GOL,c6dd0589-0340-4f80-98bc-66015a917c01,54.86615,-119.43478,11.59798,5.35721,-2.41638,-15.16455,-1.33081,6.39364,0.78008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2024-03-28,17:09:13.96,1,4,"Hall, Jakob",1000120226,Right,ORA_GOL,"Goetzmann, Matt",1000213099,Right,UNO_MAV,Undefined,1,Bottom,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.75591,-2.704063,-3.963326,2021.027234,233.982231,1:45,5.28209,1.45628,5.72523,-20.4895,14.94902,18.81174,1.04819,-0.67337,81.22449,-6.563061,-0.605119,0.428459,,,,,,,,,,,,-10.79682,8.80886,-1.13687,50,5.04334,8.17332,-129.82516,-6.80303,-18.2288,29.90898,-17.30161,UNO_MAV,ORA_GOL,TalAndersonField,D1,SUM,20240328-TalAndersonField-1,d01e4cb0-ed4f-11ee-8ef5-43560d674d00,87.97213,,,8.53142,,,,,,,b9083f84-039f-4b98-a97c-086a889532ed,2024-03-28,22:09:13.96,2024-03-28T17:09:13.9659278-05:00,2024-03-28T22:09:13.9659278Z,,v3,471375,471403,,"LaLiberte, Cameron",690752,Right,ORA_GOL,6ffa758b-6ad3-4022-9011-a61d89b55922,54.77284,-130.9201,14.95449,5.2808,-6.16963,-8.65081,-1.44831,8.84066,-9.1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
